permanent_id,lake_name,date,group,genus_species,org_l,year
47723283,Willis,1996-06-17,Cladoceran,Bosmina_longirostris,0,1996
47723283,Willis,1996-06-17,Cladoceran,Daphnia_catawba,0,1996
47723283,Willis,1996-06-17,Cladoceran,Daphnia_pulex,0,1996
47723283,Willis,1996-06-17,Cladoceran,Diaphanosoma_birgei,0,1996
47723283,Willis,1996-06-17,Cladoceran,Diaphanosoma_brachyurum,0.881,1996
47723283,Willis,1996-06-17,Cladoceran,Holopedium_giberum,31.60741,1996
47723283,Willis,1996-06-17,Copepod,Aglaodiaptomus_leptpus,0,1996
47723283,Willis,1996-06-17,Copepod,Cyclops_scutifer,0,1996
47723283,Willis,1996-06-17,Copepod,Epischura_lacustris,0,1996
47723283,Willis,1996-06-17,Copepod,Leptodiaptomus_minutus,19.581,1996
47723283,Willis,1996-06-17,Copepod,Mesocyclops_edax,0,1996
47723283,Willis,1996-06-17,Copepod,Tropocyclops_extensus,3.148,1996
47723283,Willis,1994-06-28,Cladoceran,Bosmina_longirostris,0,1994
47723283,Willis,1994-06-28,Cladoceran,Daphnia_catawba,0.00403,1994
47723283,Willis,1994-06-28,Cladoceran,Daphnia_pulex,0,1994
47723283,Willis,1994-06-28,Cladoceran,Diaphanosoma_birgei,0,1994
47723283,Willis,1994-06-28,Cladoceran,Diaphanosoma_brachyurum,0,1994
47723283,Willis,1994-06-28,Cladoceran,Holopedium_giberum,0.00403,1994
47723283,Willis,1994-06-28,Copepod,Aglaodiaptomus_leptpus,0,1994
47723283,Willis,1994-06-28,Copepod,Cyclops_scutifer,0,1994
47723283,Willis,1994-06-28,Copepod,Epischura_lacustris,0,1994
47723283,Willis,1994-06-28,Copepod,Leptodiaptomus_minutus,0.08872,1994
47723283,Willis,1994-06-28,Copepod,Mesocyclops_edax,0.01613,1994
47723283,Willis,1994-06-28,Copepod,Tropocyclops_extensus,0.55652,1994
47723283,Willis,1999-06-29,Cladoceran,Bosmina_longirostris,0,1999
47723283,Willis,1999-06-29,Cladoceran,Daphnia_catawba,0,1999
47723283,Willis,1999-06-29,Cladoceran,Daphnia_pulex,0,1999
47723283,Willis,1999-06-29,Cladoceran,Diaphanosoma_birgei,0,1999
47723283,Willis,1999-06-29,Cladoceran,Diaphanosoma_brachyurum,0,1999
47723283,Willis,1999-06-29,Cladoceran,Holopedium_giberum,0,1999
47723283,Willis,1999-06-29,Copepod,Aglaodiaptomus_leptpus,0,1999
47723283,Willis,1999-06-29,Copepod,Cyclops_scutifer,0,1999
47723283,Willis,1999-06-29,Copepod,Epischura_lacustris,0,1999
47723283,Willis,1999-06-29,Copepod,Leptodiaptomus_minutus,0.28116,1999
47723283,Willis,1999-06-29,Copepod,Mesocyclops_edax,0,1999
47723283,Willis,1999-06-29,Copepod,Tropocyclops_extensus,0,1999
47723283,Willis,1998-07-13,Cladoceran,Bosmina_longirostris,7.95968,1998
47723283,Willis,1998-07-13,Cladoceran,Daphnia_catawba,0.06351,1998
47723283,Willis,1998-07-13,Cladoceran,Daphnia_pulex,0,1998
47723283,Willis,1998-07-13,Cladoceran,Diaphanosoma_birgei,0,1998
47723283,Willis,1998-07-13,Cladoceran,Diaphanosoma_brachyurum,0,1998
47723283,Willis,1998-07-13,Cladoceran,Holopedium_giberum,3.36593,1998
47723283,Willis,1998-07-13,Copepod,Aglaodiaptomus_leptpus,0,1998
47723283,Willis,1998-07-13,Copepod,Cyclops_scutifer,0,1998
47723283,Willis,1998-07-13,Copepod,Epischura_lacustris,0,1998
47723283,Willis,1998-07-13,Copepod,Leptodiaptomus_minutus,0.10585,1998
47723283,Willis,1998-07-13,Copepod,Mesocyclops_edax,0.35988,1998
47723283,Willis,1998-07-13,Copepod,Tropocyclops_extensus,0,1998
47723283,Willis,1997-07-14,Cladoceran,Bosmina_longirostris,0.07236,1997
47723283,Willis,1997-07-14,Cladoceran,Daphnia_catawba,0,1997
47723283,Willis,1997-07-14,Cladoceran,Daphnia_pulex,0,1997
47723283,Willis,1997-07-14,Cladoceran,Diaphanosoma_birgei,0,1997
47723283,Willis,1997-07-14,Cladoceran,Diaphanosoma_brachyurum,0,1997
47723283,Willis,1997-07-14,Cladoceran,Holopedium_giberum,0.00762,1997
47723283,Willis,1997-07-14,Copepod,Aglaodiaptomus_leptpus,0,1997
47723283,Willis,1997-07-14,Copepod,Cyclops_scutifer,0,1997
47723283,Willis,1997-07-14,Copepod,Epischura_lacustris,0,1997
47723283,Willis,1997-07-14,Copepod,Leptodiaptomus_minutus,0.10663,1997
47723283,Willis,1997-07-14,Copepod,Mesocyclops_edax,0,1997
47723283,Willis,1997-07-14,Copepod,Tropocyclops_extensus,0,1997
47723283,Willis,2003-07-15,Cladoceran,Bosmina_longirostris,0.05102,2003
47723283,Willis,2003-07-15,Cladoceran,Daphnia_catawba,0,2003
47723283,Willis,2003-07-15,Cladoceran,Daphnia_pulex,0,2003
47723283,Willis,2003-07-15,Cladoceran,Diaphanosoma_birgei,0,2003
47723283,Willis,2003-07-15,Cladoceran,Diaphanosoma_brachyurum,0,2003
47723283,Willis,2003-07-15,Cladoceran,Holopedium_giberum,0.35289,2003
47723283,Willis,2003-07-15,Copepod,Aglaodiaptomus_leptpus,0,2003
47723283,Willis,2003-07-15,Copepod,Cyclops_scutifer,0,2003
47723283,Willis,2003-07-15,Copepod,Epischura_lacustris,0,2003
47723283,Willis,2003-07-15,Copepod,Leptodiaptomus_minutus,0.18282,2003
47723283,Willis,2003-07-15,Copepod,Mesocyclops_edax,0,2003
47723283,Willis,2003-07-15,Copepod,Tropocyclops_extensus,0.059520000000000003,2003
47723283,Willis,2001-07-17,Cladoceran,Bosmina_longirostris,5.191,2001
47723283,Willis,2001-07-17,Cladoceran,Daphnia_catawba,0.05,2001
47723283,Willis,2001-07-17,Cladoceran,Daphnia_pulex,0,2001
47723283,Willis,2001-07-17,Cladoceran,Diaphanosoma_birgei,0,2001
47723283,Willis,2001-07-17,Cladoceran,Diaphanosoma_brachyurum,0,2001
47723283,Willis,2001-07-17,Cladoceran,Holopedium_giberum,0.22,2001
47723283,Willis,2001-07-17,Copepod,Aglaodiaptomus_leptpus,0,2001
47723283,Willis,2001-07-17,Copepod,Cyclops_scutifer,0,2001
47723283,Willis,2001-07-17,Copepod,Epischura_lacustris,0,2001
47723283,Willis,2001-07-17,Copepod,Leptodiaptomus_minutus,0.027,2001
47723283,Willis,2001-07-17,Copepod,Mesocyclops_edax,0.306,2001
47723283,Willis,2001-07-17,Copepod,Tropocyclops_extensus,0.386,2001
47723283,Willis,2000-07-18,Cladoceran,Bosmina_longirostris,0.95602,2000
47723283,Willis,2000-07-18,Cladoceran,Daphnia_catawba,0,2000
47723283,Willis,2000-07-18,Cladoceran,Daphnia_pulex,0,2000
47723283,Willis,2000-07-18,Cladoceran,Diaphanosoma_birgei,0,2000
47723283,Willis,2000-07-18,Cladoceran,Diaphanosoma_brachyurum,0,2000
47723283,Willis,2000-07-18,Cladoceran,Holopedium_giberum,1.2747,2000
47723283,Willis,2000-07-18,Copepod,Aglaodiaptomus_leptpus,0,2000
47723283,Willis,2000-07-18,Copepod,Cyclops_scutifer,0,2000
47723283,Willis,2000-07-18,Copepod,Epischura_lacustris,0,2000
47723283,Willis,2000-07-18,Copepod,Leptodiaptomus_minutus,0.63735,2000
47723283,Willis,2000-07-18,Copepod,Mesocyclops_edax,3.58509,2000
47723283,Willis,2000-07-18,Copepod,Tropocyclops_extensus,1.5137,2000
47723283,Willis,2006-07-18,Cladoceran,Bosmina_longirostris,7.5,2006
47723283,Willis,2006-07-18,Cladoceran,Daphnia_catawba,0.2,2006
47723283,Willis,2006-07-18,Cladoceran,Daphnia_pulex,0,2006
47723283,Willis,2006-07-18,Cladoceran,Diaphanosoma_birgei,3.35,2006
47723283,Willis,2006-07-18,Cladoceran,Diaphanosoma_brachyurum,0,2006
47723283,Willis,2006-07-18,Cladoceran,Holopedium_giberum,5.15,2006
47723283,Willis,2006-07-18,Copepod,Aglaodiaptomus_leptpus,0,2006
47723283,Willis,2006-07-18,Copepod,Cyclops_scutifer,0,2006
47723283,Willis,2006-07-18,Copepod,Epischura_lacustris,0,2006
47723283,Willis,2006-07-18,Copepod,Leptodiaptomus_minutus,17.15,2006
47723283,Willis,2006-07-18,Copepod,Mesocyclops_edax,3.05,2006
47723283,Willis,2006-07-18,Copepod,Tropocyclops_extensus,0.75,2006
47723283,Willis,2005-07-19,Cladoceran,Bosmina_longirostris,3.375,2005
47723283,Willis,2005-07-19,Cladoceran,Daphnia_catawba,0,2005
47723283,Willis,2005-07-19,Cladoceran,Daphnia_pulex,0,2005
47723283,Willis,2005-07-19,Cladoceran,Diaphanosoma_birgei,0,2005
47723283,Willis,2005-07-19,Cladoceran,Diaphanosoma_brachyurum,2.675,2005
47723283,Willis,2005-07-19,Cladoceran,Holopedium_giberum,1.625,2005
47723283,Willis,2005-07-19,Copepod,Aglaodiaptomus_leptpus,0,2005
47723283,Willis,2005-07-19,Copepod,Cyclops_scutifer,0,2005
47723283,Willis,2005-07-19,Copepod,Epischura_lacustris,0,2005
47723283,Willis,2005-07-19,Copepod,Leptodiaptomus_minutus,11,2005
47723283,Willis,2005-07-19,Copepod,Mesocyclops_edax,2.6,2005
47723283,Willis,2005-07-19,Copepod,Tropocyclops_extensus,0.825,2005
47723283,Willis,1996-07-22,Cladoceran,Bosmina_longirostris,0,1996
47723283,Willis,1996-07-22,Cladoceran,Daphnia_catawba,0,1996
47723283,Willis,1996-07-22,Cladoceran,Daphnia_pulex,0,1996
47723283,Willis,1996-07-22,Cladoceran,Diaphanosoma_birgei,0,1996
47723283,Willis,1996-07-22,Cladoceran,Diaphanosoma_brachyurum,0.43095,1996
47723283,Willis,1996-07-22,Cladoceran,Holopedium_giberum,1.09173,1996
47723283,Willis,1996-07-22,Copepod,Aglaodiaptomus_leptpus,0,1996
47723283,Willis,1996-07-22,Copepod,Cyclops_scutifer,0,1996
47723283,Willis,1996-07-22,Copepod,Epischura_lacustris,0,1996
47723283,Willis,1996-07-22,Copepod,Leptodiaptomus_minutus,18.24345,1996
47723283,Willis,1996-07-22,Copepod,Mesocyclops_edax,0.259,1996
47723283,Willis,1996-07-22,Copepod,Tropocyclops_extensus,1.839,1996
47723283,Willis,1994-07-27,Cladoceran,Bosmina_longirostris,0,1994
47723283,Willis,1994-07-27,Cladoceran,Daphnia_catawba,0,1994
47723283,Willis,1994-07-27,Cladoceran,Daphnia_pulex,0,1994
47723283,Willis,1994-07-27,Cladoceran,Diaphanosoma_birgei,0,1994
47723283,Willis,1994-07-27,Cladoceran,Diaphanosoma_brachyurum,0,1994
47723283,Willis,1994-07-27,Cladoceran,Holopedium_giberum,3.29218,1994
47723283,Willis,1994-07-27,Copepod,Aglaodiaptomus_leptpus,0,1994
47723283,Willis,1994-07-27,Copepod,Cyclops_scutifer,0,1994
47723283,Willis,1994-07-27,Copepod,Epischura_lacustris,0.204,1994
47723283,Willis,1994-07-27,Copepod,Leptodiaptomus_minutus,0,1994
47723283,Willis,1994-07-27,Copepod,Mesocyclops_edax,33.12757,1994
47723283,Willis,1994-07-27,Copepod,Tropocyclops_extensus,57.33882,1994
47723283,Willis,2004-07-06,Cladoceran,Bosmina_longirostris,48.355,2004
47723283,Willis,2004-07-06,Cladoceran,Daphnia_catawba,0,2004
47723283,Willis,2004-07-06,Cladoceran,Daphnia_pulex,0,2004
47723283,Willis,2004-07-06,Cladoceran,Diaphanosoma_birgei,0,2004
47723283,Willis,2004-07-06,Cladoceran,Diaphanosoma_brachyurum,0.19,2004
47723283,Willis,2004-07-06,Cladoceran,Holopedium_giberum,1.6625,2004
47723283,Willis,2004-07-06,Copepod,Aglaodiaptomus_leptpus,0,2004
47723283,Willis,2004-07-06,Copepod,Cyclops_scutifer,0,2004
47723283,Willis,2004-07-06,Copepod,Epischura_lacustris,0,2004
47723283,Willis,2004-07-06,Copepod,Leptodiaptomus_minutus,3.325,2004
47723283,Willis,2004-07-06,Copepod,Mesocyclops_edax,1.805,2004
47723283,Willis,2004-07-06,Copepod,Tropocyclops_extensus,3.515,2004
47723283,Willis,1998-08-10,Cladoceran,Bosmina_longirostris,3.296,1998
47723283,Willis,1998-08-10,Cladoceran,Daphnia_catawba,0.23333,1998
47723283,Willis,1998-08-10,Cladoceran,Daphnia_pulex,0,1998
47723283,Willis,1998-08-10,Cladoceran,Diaphanosoma_birgei,0,1998
47723283,Willis,1998-08-10,Cladoceran,Diaphanosoma_brachyurum,0.175,1998
47723283,Willis,1998-08-10,Cladoceran,Holopedium_giberum,2.59583,1998
47723283,Willis,1998-08-10,Copepod,Aglaodiaptomus_leptpus,0,1998
47723283,Willis,1998-08-10,Copepod,Cyclops_scutifer,0,1998
47723283,Willis,1998-08-10,Copepod,Epischura_lacustris,0,1998
47723283,Willis,1998-08-10,Copepod,Leptodiaptomus_minutus,0,1998
47723283,Willis,1998-08-10,Copepod,Mesocyclops_edax,0.49583,1998
47723283,Willis,1998-08-10,Copepod,Tropocyclops_extensus,0.29167,1998
47723283,Willis,2004-08-11,Cladoceran,Bosmina_longirostris,17.65,2004
47723283,Willis,2004-08-11,Cladoceran,Daphnia_catawba,0,2004
47723283,Willis,2004-08-11,Cladoceran,Daphnia_pulex,0,2004
47723283,Willis,2004-08-11,Cladoceran,Diaphanosoma_birgei,0,2004
47723283,Willis,2004-08-11,Cladoceran,Diaphanosoma_brachyurum,1.85,2004
47723283,Willis,2004-08-11,Cladoceran,Holopedium_giberum,0.35,2004
47723283,Willis,2004-08-11,Copepod,Aglaodiaptomus_leptpus,0,2004
47723283,Willis,2004-08-11,Copepod,Cyclops_scutifer,0,2004
47723283,Willis,2004-08-11,Copepod,Epischura_lacustris,0,2004
47723283,Willis,2004-08-11,Copepod,Leptodiaptomus_minutus,3.75,2004
47723283,Willis,2004-08-11,Copepod,Mesocyclops_edax,6.6,2004
47723283,Willis,2004-08-11,Copepod,Tropocyclops_extensus,7,2004
47723283,Willis,2002-08-13,Cladoceran,Bosmina_longirostris,5.53221,2002
47723283,Willis,2002-08-13,Cladoceran,Daphnia_catawba,0,2002
47723283,Willis,2002-08-13,Cladoceran,Daphnia_pulex,0,2002
47723283,Willis,2002-08-13,Cladoceran,Diaphanosoma_birgei,0,2002
47723283,Willis,2002-08-13,Cladoceran,Diaphanosoma_brachyurum,0.07003,2002
47723283,Willis,2002-08-13,Cladoceran,Holopedium_giberum,0,2002
47723283,Willis,2002-08-13,Copepod,Aglaodiaptomus_leptpus,0,2002
47723283,Willis,2002-08-13,Copepod,Cyclops_scutifer,0,2002
47723283,Willis,2002-08-13,Copepod,Epischura_lacustris,0,2002
47723283,Willis,2002-08-13,Copepod,Leptodiaptomus_minutus,0.42017,2002
47723283,Willis,2002-08-13,Copepod,Mesocyclops_edax,4.01494,2002
47723283,Willis,2002-08-13,Copepod,Tropocyclops_extensus,3.0112,2002
47723283,Willis,2006-08-15,Cladoceran,Bosmina_longirostris,3.25833,2006
47723283,Willis,2006-08-15,Cladoceran,Daphnia_catawba,0.14167,2006
47723283,Willis,2006-08-15,Cladoceran,Daphnia_pulex,0,2006
47723283,Willis,2006-08-15,Cladoceran,Diaphanosoma_birgei,0,2006
47723283,Willis,2006-08-15,Cladoceran,Diaphanosoma_brachyurum,6.42222,2006
47723283,Willis,2006-08-15,Cladoceran,Holopedium_giberum,2.59722,2006
47723283,Willis,2006-08-15,Copepod,Aglaodiaptomus_leptpus,0,2006
47723283,Willis,2006-08-15,Copepod,Cyclops_scutifer,0,2006
47723283,Willis,2006-08-15,Copepod,Epischura_lacustris,0,2006
47723283,Willis,2006-08-15,Copepod,Leptodiaptomus_minutus,9.30278,2006
47723283,Willis,2006-08-15,Copepod,Mesocyclops_edax,5.90278,2006
47723283,Willis,2006-08-15,Copepod,Tropocyclops_extensus,1.60556,2006
47723283,Willis,2005-08-16,Cladoceran,Bosmina_longirostris,4.7175,2005
47723283,Willis,2005-08-16,Cladoceran,Daphnia_catawba,0,2005
47723283,Willis,2005-08-16,Cladoceran,Daphnia_pulex,0,2005
47723283,Willis,2005-08-16,Cladoceran,Diaphanosoma_birgei,0,2005
47723283,Willis,2005-08-16,Cladoceran,Diaphanosoma_brachyurum,2.3125,2005
47723283,Willis,2005-08-16,Cladoceran,Holopedium_giberum,0.4625,2005
47723283,Willis,2005-08-16,Copepod,Aglaodiaptomus_leptpus,0,2005
47723283,Willis,2005-08-16,Copepod,Cyclops_scutifer,0,2005
47723283,Willis,2005-08-16,Copepod,Epischura_lacustris,0,2005
47723283,Willis,2005-08-16,Copepod,Leptodiaptomus_minutus,4.20875,2005
47723283,Willis,2005-08-16,Copepod,Mesocyclops_edax,2.26625,2005
47723283,Willis,2005-08-16,Copepod,Tropocyclops_extensus,3.3763,2005
47723283,Willis,1997-08-18,Cladoceran,Bosmina_longirostris,1.45161,1997
47723283,Willis,1997-08-18,Cladoceran,Daphnia_catawba,0,1997
47723283,Willis,1997-08-18,Cladoceran,Daphnia_pulex,0,1997
47723283,Willis,1997-08-18,Cladoceran,Diaphanosoma_birgei,0,1997
47723283,Willis,1997-08-18,Cladoceran,Diaphanosoma_brachyurum,0,1997
47723283,Willis,1997-08-18,Cladoceran,Holopedium_giberum,12.12903,1997
47723283,Willis,1997-08-18,Copepod,Aglaodiaptomus_leptpus,0,1997
47723283,Willis,1997-08-18,Copepod,Cyclops_scutifer,0,1997
47723283,Willis,1997-08-18,Copepod,Epischura_lacustris,0.03226,1997
47723283,Willis,1997-08-18,Copepod,Leptodiaptomus_minutus,0.20968,1997
47723283,Willis,1997-08-18,Copepod,Mesocyclops_edax,0.37097,1997
47723283,Willis,1997-08-18,Copepod,Tropocyclops_extensus,0.68587,1997
47723283,Willis,1996-08-19,Cladoceran,Bosmina_longirostris,0,1996
47723283,Willis,1996-08-19,Cladoceran,Daphnia_catawba,1.30282,1996
47723283,Willis,1996-08-19,Cladoceran,Daphnia_pulex,0,1996
47723283,Willis,1996-08-19,Cladoceran,Diaphanosoma_birgei,0,1996
47723283,Willis,1996-08-19,Cladoceran,Diaphanosoma_brachyurum,2.77984,1996
47723283,Willis,1996-08-19,Cladoceran,Holopedium_giberum,5.90081,1996
47723283,Willis,1996-08-19,Copepod,Aglaodiaptomus_leptpus,0,1996
47723283,Willis,1996-08-19,Copepod,Cyclops_scutifer,0,1996
47723283,Willis,1996-08-19,Copepod,Epischura_lacustris,0,1996
47723283,Willis,1996-08-19,Copepod,Leptodiaptomus_minutus,14.74476,1996
47723283,Willis,1996-08-19,Copepod,Mesocyclops_edax,2.87782,1996
47723283,Willis,1996-08-19,Copepod,Tropocyclops_extensus,6.78266,1996
47723283,Willis,2000-08-21,Cladoceran,Bosmina_longirostris,12.82099,2000
47723283,Willis,2000-08-21,Cladoceran,Daphnia_catawba,0,2000
47723283,Willis,2000-08-21,Cladoceran,Daphnia_pulex,0,2000
47723283,Willis,2000-08-21,Cladoceran,Diaphanosoma_birgei,0,2000
47723283,Willis,2000-08-21,Cladoceran,Diaphanosoma_brachyurum,0,2000
47723283,Willis,2000-08-21,Cladoceran,Holopedium_giberum,0,2000
47723283,Willis,2000-08-21,Copepod,Aglaodiaptomus_leptpus,0,2000
47723283,Willis,2000-08-21,Copepod,Cyclops_scutifer,0,2000
47723283,Willis,2000-08-21,Copepod,Epischura_lacustris,0,2000
47723283,Willis,2000-08-21,Copepod,Leptodiaptomus_minutus,0.41237,2000
47723283,Willis,2000-08-21,Copepod,Mesocyclops_edax,3.37395,2000
47723283,Willis,2000-08-21,Copepod,Tropocyclops_extensus,0,2000
47723283,Willis,1999-08-23,Cladoceran,Bosmina_longirostris,0,1999
47723283,Willis,1999-08-23,Cladoceran,Daphnia_catawba,0,1999
47723283,Willis,1999-08-23,Cladoceran,Daphnia_pulex,0,1999
47723283,Willis,1999-08-23,Cladoceran,Diaphanosoma_birgei,0,1999
47723283,Willis,1999-08-23,Cladoceran,Diaphanosoma_brachyurum,4.2517,1999
47723283,Willis,1999-08-23,Cladoceran,Holopedium_giberum,33.92857,1999
47723283,Willis,1999-08-23,Copepod,Aglaodiaptomus_leptpus,0,1999
47723283,Willis,1999-08-23,Copepod,Cyclops_scutifer,0,1999
47723283,Willis,1999-08-23,Copepod,Epischura_lacustris,0,1999
47723283,Willis,1999-08-23,Copepod,Leptodiaptomus_minutus,0,1999
47723283,Willis,1999-08-23,Copepod,Mesocyclops_edax,33.33333,1999
47723283,Willis,1999-08-23,Copepod,Tropocyclops_extensus,26.70068,1999
47723283,Willis,1994-08-31,Cladoceran,Bosmina_longirostris,0,1994
47723283,Willis,1994-08-31,Cladoceran,Daphnia_catawba,0.03556,1994
47723283,Willis,1994-08-31,Cladoceran,Daphnia_pulex,0,1994
47723283,Willis,1994-08-31,Cladoceran,Diaphanosoma_birgei,0,1994
47723283,Willis,1994-08-31,Cladoceran,Diaphanosoma_brachyurum,0,1994
47723283,Willis,1994-08-31,Cladoceran,Holopedium_giberum,0,1994
47723283,Willis,1994-08-31,Copepod,Aglaodiaptomus_leptpus,0,1994
47723283,Willis,1994-08-31,Copepod,Cyclops_scutifer,0,1994
47723283,Willis,1994-08-31,Copepod,Epischura_lacustris,0,1994
47723283,Willis,1994-08-31,Copepod,Leptodiaptomus_minutus,0.144,1994
47723283,Willis,1994-08-31,Copepod,Mesocyclops_edax,0.00533,1994
47723283,Willis,1994-08-31,Copepod,Tropocyclops_extensus,0.12267,1994
47723283,Willis,2001-08-07,Cladoceran,Bosmina_longirostris,2.8,2001
47723283,Willis,2001-08-07,Cladoceran,Daphnia_catawba,0.7,2001
47723283,Willis,2001-08-07,Cladoceran,Daphnia_pulex,0,2001
47723283,Willis,2001-08-07,Cladoceran,Diaphanosoma_birgei,0,2001
47723283,Willis,2001-08-07,Cladoceran,Diaphanosoma_brachyurum,0.1,2001
47723283,Willis,2001-08-07,Cladoceran,Holopedium_giberum,22.3,2001
47723283,Willis,2001-08-07,Copepod,Aglaodiaptomus_leptpus,0,2001
47723283,Willis,2001-08-07,Copepod,Cyclops_scutifer,0,2001
47723283,Willis,2001-08-07,Copepod,Epischura_lacustris,0,2001
47723283,Willis,2001-08-07,Copepod,Leptodiaptomus_minutus,1,2001
47723283,Willis,2001-08-07,Copepod,Mesocyclops_edax,0.55,2001
47723283,Willis,2001-08-07,Copepod,Tropocyclops_extensus,3.6,2001
47723283,Willis,1995-08-09,Cladoceran,Bosmina_longirostris,0,1995
47723283,Willis,1995-08-09,Cladoceran,Daphnia_catawba,0,1995
47723283,Willis,1995-08-09,Cladoceran,Daphnia_pulex,0,1995
47723283,Willis,1995-08-09,Cladoceran,Diaphanosoma_birgei,0,1995
47723283,Willis,1995-08-09,Cladoceran,Diaphanosoma_brachyurum,0,1995
47723283,Willis,1995-08-09,Cladoceran,Holopedium_giberum,1.8,1995
47723283,Willis,1995-08-09,Copepod,Aglaodiaptomus_leptpus,0,1995
47723283,Willis,1995-08-09,Copepod,Cyclops_scutifer,0,1995
47723283,Willis,1995-08-09,Copepod,Epischura_lacustris,0,1995
47723283,Willis,1995-08-09,Copepod,Leptodiaptomus_minutus,0.8,1995
47723283,Willis,1995-08-09,Copepod,Mesocyclops_edax,25.4,1995
47723283,Willis,1995-08-09,Copepod,Tropocyclops_extensus,0,1995
47723283,Willis,1995-09-12,Cladoceran,Bosmina_longirostris,0,1995
47723283,Willis,1995-09-12,Cladoceran,Daphnia_catawba,0,1995
47723283,Willis,1995-09-12,Cladoceran,Daphnia_pulex,0,1995
47723283,Willis,1995-09-12,Cladoceran,Diaphanosoma_birgei,0,1995
47723283,Willis,1995-09-12,Cladoceran,Diaphanosoma_brachyurum,1.43427,1995
47723283,Willis,1995-09-12,Cladoceran,Holopedium_giberum,2.11043,1995
47723283,Willis,1995-09-12,Copepod,Aglaodiaptomus_leptpus,0,1995
47723283,Willis,1995-09-12,Copepod,Cyclops_scutifer,0,1995
47723283,Willis,1995-09-12,Copepod,Epischura_lacustris,0,1995
47723283,Willis,1995-09-12,Copepod,Leptodiaptomus_minutus,0.28685,1995
47723283,Willis,1995-09-12,Copepod,Mesocyclops_edax,0.34832,1995
47723283,Willis,1995-09-12,Copepod,Tropocyclops_extensus,5.901,1995
47723283,Willis,2002-09-24,Cladoceran,Bosmina_longirostris,2.97619,2002
47723283,Willis,2002-09-24,Cladoceran,Daphnia_catawba,0,2002
47723283,Willis,2002-09-24,Cladoceran,Daphnia_pulex,0,2002
47723283,Willis,2002-09-24,Cladoceran,Diaphanosoma_birgei,0,2002
47723283,Willis,2002-09-24,Cladoceran,Diaphanosoma_brachyurum,1.16922,2002
47723283,Willis,2002-09-24,Cladoceran,Holopedium_giberum,10.82058,2002
47723283,Willis,2002-09-24,Copepod,Aglaodiaptomus_leptpus,0,2002
47723283,Willis,2002-09-24,Copepod,Cyclops_scutifer,0,2002
47723283,Willis,2002-09-24,Copepod,Epischura_lacustris,0,2002
47723283,Willis,2002-09-24,Copepod,Leptodiaptomus_minutus,0.53146,2002
47723283,Willis,2002-09-24,Copepod,Mesocyclops_edax,4.20918,2002
47723283,Willis,2002-09-24,Copepod,Tropocyclops_extensus,9.39626,2002
131845587,Grass,1995-06-13,Cladoceran,Bosmina_longirostris,1.39453,1995
131845587,Grass,1995-06-13,Cladoceran,Daphnia_catawba,2.37891,1995
131845587,Grass,1995-06-13,Cladoceran,Daphnia_pulex,0,1995
131845587,Grass,1995-06-13,Cladoceran,Diaphanosoma_birgei,0,1995
131845587,Grass,1995-06-13,Cladoceran,Diaphanosoma_brachyurum,0,1995
131845587,Grass,1995-06-13,Cladoceran,Holopedium_giberum,4.96289,1995
131845587,Grass,1995-06-13,Copepod,Aglaodiaptomus_leptpus,0,1995
131845587,Grass,1995-06-13,Copepod,Cyclops_scutifer,0,1995
131845587,Grass,1995-06-13,Copepod,Epischura_lacustris,0,1995
131845587,Grass,1995-06-13,Copepod,Leptodiaptomus_minutus,46.06055,1995
131845587,Grass,1995-06-13,Copepod,Mesocyclops_edax,1.92773,1995
131845587,Grass,1995-06-13,Copepod,Tropocyclops_extensus,0,1995
131845587,Grass,1996-06-18,Cladoceran,Bosmina_longirostris,0,1996
131845587,Grass,1996-06-18,Cladoceran,Daphnia_catawba,0.3,1996
131845587,Grass,1996-06-18,Cladoceran,Daphnia_pulex,0,1996
131845587,Grass,1996-06-18,Cladoceran,Diaphanosoma_birgei,0,1996
131845587,Grass,1996-06-18,Cladoceran,Diaphanosoma_brachyurum,0,1996
131845587,Grass,1996-06-18,Cladoceran,Holopedium_giberum,1.05,1996
131845587,Grass,1996-06-18,Copepod,Aglaodiaptomus_leptpus,0,1996
